PHOENIX module padd; 10/31/16 at 13:23:38 -07:00
energy (meV),normalization function
-1.44900E+01, 9.85796E-01
-1.42400E+01, 9.85293E-01
-1.39900E+01, 9.84418E-01
-1.37400E+01, 9.85049E-01
-1.34900E+01, 9.86007E-01
-1.32300E+01, 9.86088E-01
-1.29800E+01, 9.85325E-01
-1.27300E+01, 9.85520E-01
-1.24800E+01, 9.85114E-01
-1.22300E+01, 9.85633E-01
-1.19800E+01, 9.84968E-01
-1.17200E+01, 9.85147E-01
-1.14700E+01, 9.84968E-01
-1.12200E+01, 9.85796E-01
-1.09700E+01, 9.88171E-01
-1.07500E+01, 9.91313E-01
-1.05000E+01, 9.91002E-01
-1.02500E+01, 9.89560E-01
-1.00000E+01, 9.86787E-01
-9.75000E+00, 9.86592E-01
-9.49000E+00, 9.86673E-01
-9.24000E+00, 9.86429E-01
-8.99000E+00, 9.87210E-01
-8.74000E+00, 9.86884E-01
-8.49000E+00, 9.86933E-01
-8.24000E+00, 9.86917E-01
-7.98000E+00, 9.87112E-01
-7.73000E+00, 9.86478E-01
-7.48000E+00, 9.86364E-01
-7.23000E+00, 9.86917E-01
-6.98000E+00, 9.88008E-01
-6.73000E+00, 9.89282E-01
-6.47000E+00, 9.90362E-01
-6.22000E+00, 9.91593E-01
-5.97000E+00, 9.91297E-01
-5.72000E+00, 9.90952E-01
-5.50000E+00, 9.90247E-01
-5.25000E+00, 9.89331E-01
-5.00000E+00, 9.87096E-01
-4.75000E+00, 9.87177E-01
-4.50000E+00, 9.86673E-01
-4.24000E+00, 9.88188E-01
-3.99000E+00, 9.87748E-01
-3.74000E+00, 9.89069E-01
-3.49000E+00, 9.89151E-01
-3.24000E+00, 9.89511E-01
-2.98000E+00, 9.89233E-01
-2.73000E+00, 9.91215E-01
-2.48000E+00, 9.91478E-01
-2.23000E+00, 9.92184E-01
-1.98000E+00, 9.91428E-01
-1.73000E+00, 9.91395E-01
-1.47000E+00, 9.91002E-01
-1.22000E+00, 9.89707E-01
-9.70000E-01, 9.89756E-01
-7.20000E-01, 9.90067E-01
-4.70000E-01, 9.91445E-01
-2.50000E-01, 9.92036E-01
 0.00000E+00, 9.90444E-01
 2.50000E-01, 9.88645E-01
 5.00000E-01, 9.87813E-01
 7.60000E-01, 9.88645E-01
 1.01000E+00, 9.90887E-01
 1.26000E+00, 9.90969E-01
 1.51000E+00, 9.91281E-01
 1.76000E+00, 9.89789E-01
 2.01000E+00, 9.89184E-01
 2.27000E+00, 9.90395E-01
 2.52000E+00, 9.91527E-01
 2.77000E+00, 9.93221E-01
 3.02000E+00, 9.93221E-01
 3.27000E+00, 9.93716E-01
 3.52000E+00, 9.93205E-01
 3.78000E+00, 9.92694E-01
 4.03000E+00, 9.92480E-01
 4.28000E+00, 9.92661E-01
 4.53000E+00, 9.92316E-01
 4.75000E+00, 9.92053E-01
 5.00000E+00, 9.91658E-01
 5.25000E+00, 9.93304E-01
 5.50000E+00, 9.92991E-01
 5.75000E+00, 9.93221E-01
 6.01000E+00, 9.92234E-01
 6.26000E+00, 9.92793E-01
 6.51000E+00, 9.93024E-01
 6.76000E+00, 9.92974E-01
 7.01000E+00, 9.93864E-01
 7.26000E+00, 9.95782E-01
 7.52000E+00, 9.97308E-01
 7.77000E+00, 9.97774E-01
 8.02000E+00, 9.97026E-01
 8.27000E+00, 9.96843E-01
 8.52000E+00, 9.97142E-01
 8.78000E+00, 9.97741E-01
 9.03000E+00, 9.97292E-01
 9.28000E+00, 9.97126E-01
 9.53000E+00, 9.96561E-01
 9.78000E+00, 9.96877E-01
 1.00000E+01, 9.97558E-01
 1.02500E+01, 9.97940E-01
 1.05000E+01, 9.97973E-01
 1.07500E+01, 9.97109E-01
 1.10100E+01, 9.97724E-01
 1.12600E+01, 9.97757E-01
 1.15100E+01, 9.98390E-01
 1.17600E+01, 9.98290E-01
 1.20100E+01, 9.98456E-01
 1.22600E+01, 9.98090E-01
 1.25200E+01, 9.99373E-01
 1.27700E+01, 9.99907E-01
 1.30200E+01, 1.00078E+00
 1.32700E+01, 1.00004E+00
 1.35200E+01, 1.00081E+00
 1.37700E+01, 1.00116E+00
 1.40300E+01, 1.00143E+00
 1.42800E+01, 1.00185E+00
 1.45300E+01, 1.00260E+00
 1.47800E+01, 1.00333E+00
 1.50000E+01, 1.00319E+00
 1.52500E+01, 1.00175E+00
 1.55000E+01, 1.00163E+00
 1.57500E+01, 1.00133E+00
 1.60000E+01, 1.00523E+00
 1.62600E+01, 1.00417E+00
 1.65100E+01, 1.00366E+00
 1.67600E+01, 1.00007E+00
 1.70100E+01, 1.00053E+00
 1.72600E+01, 1.00202E+00
 1.75100E+01, 1.00210E+00
 1.77700E+01, 1.00244E+00
 1.80200E+01, 1.00262E+00
 1.82700E+01, 1.00227E+00
 1.85200E+01, 1.00235E+00
 1.87700E+01, 1.00175E+00
 1.90200E+01, 1.00247E+00
 1.92800E+01, 1.00264E+00
 1.95300E+01, 1.00326E+00
 1.97800E+01, 1.00351E+00
 2.00300E+01, 1.00437E+00
 2.02500E+01, 1.00370E+00
 2.05000E+01, 1.00484E+00
 2.07500E+01, 1.00476E+00
 2.10000E+01, 1.00596E+00
 2.12500E+01, 1.00672E+00
 2.15100E+01, 1.00471E+00
 2.17600E+01, 1.00417E+00
 2.20100E+01, 1.00233E+00
 2.22600E+01, 1.00255E+00
 2.25100E+01, 1.00250E+00
 2.27600E+01, 1.00319E+00
 2.30200E+01, 1.00474E+00
 2.32700E+01, 1.00440E+00
 2.35200E+01, 1.00461E+00
 2.37700E+01, 1.00417E+00
 2.40200E+01, 1.00768E+00
 2.42800E+01, 1.00807E+00
 2.45300E+01, 1.01030E+00
 2.47800E+01, 1.00819E+00
 2.50300E+01, 1.00828E+00
 2.52500E+01, 1.00684E+00
 2.55000E+01, 1.00699E+00
 2.57500E+01, 1.00641E+00
 2.60000E+01, 1.00706E+00
 2.62500E+01, 1.00780E+00
 2.65100E+01, 1.00920E+00
 2.67600E+01, 1.00862E+00
 2.70100E+01, 1.00668E+00
 2.72600E+01, 1.00672E+00
 2.75100E+01, 1.00768E+00
 2.77600E+01, 1.00897E+00
 2.80200E+01, 1.00904E+00
 2.82700E+01, 1.01005E+00
 2.85200E+01, 1.01054E+00
 2.87700E+01, 1.01189E+00
 2.90200E+01, 1.01136E+00
 2.92700E+01, 1.01204E+00
 2.95300E+01, 1.01141E+00
 2.97800E+01, 1.01222E+00
 3.00300E+01, 1.01174E+00
 3.02800E+01, 1.01107E+00
 3.05000E+01, 1.01126E+00
 3.07500E+01, 1.01374E+00
 3.10000E+01, 1.01598E+00
 3.12500E+01, 1.01558E+00
 3.15000E+01, 1.01421E+00
 3.17600E+01, 1.01273E+00
 3.20100E+01, 1.01421E+00
 3.22600E+01, 1.01283E+00
 3.25100E+01, 1.01371E+00
 3.27600E+01, 1.01165E+00
 3.30100E+01, 1.01187E+00
 3.32700E+01, 1.01116E+00
 3.35200E+01, 1.01194E+00
 3.37700E+01, 1.01288E+00
 3.40200E+01, 1.01263E+00
 3.42700E+01, 1.01251E+00
 3.45200E+01, 1.01237E+00
 3.47800E+01, 1.01251E+00
 3.50300E+01, 1.01359E+00
 3.52800E+01, 1.01556E+00
 3.55000E+01, 1.01641E+00
 3.57500E+01, 1.01655E+00
 3.60000E+01, 1.01589E+00
 3.62500E+01, 1.01639E+00
 3.65000E+01, 1.01663E+00
 3.67500E+01, 1.01738E+00
 3.70100E+01, 1.01753E+00
 3.72600E+01, 1.01824E+00
 3.75100E+01, 1.01613E+00
 3.77600E+01, 1.01426E+00
 3.80100E+01, 1.01333E+00
 3.82700E+01, 1.01417E+00
 3.85200E+01, 1.01450E+00
 3.87700E+01, 1.01345E+00
 3.90200E+01, 1.01318E+00
 3.92700E+01, 1.01494E+00
 3.95200E+01, 1.01565E+00
 3.97800E+01, 1.01586E+00
 4.00300E+01, 1.01525E+00
 4.02800E+01, 1.01757E+00
 4.05300E+01, 1.01831E+00
 4.07500E+01, 1.01888E+00
 4.10000E+01, 1.01920E+00
 4.12500E+01, 1.02036E+00
 4.15000E+01, 1.02062E+00
 4.17500E+01, 1.01956E+00
 4.20100E+01, 1.01916E+00
 4.22600E+01, 1.01946E+00
 4.25100E+01, 1.01935E+00
 4.27600E+01, 1.01913E+00
 4.30100E+01, 1.01873E+00
 4.32600E+01, 1.01900E+00
 4.35200E+01, 1.01980E+00
 4.37700E+01, 1.02076E+00
 4.40200E+01, 1.02144E+00
 4.42700E+01, 1.02264E+00
 4.45200E+01, 1.02378E+00
 4.47700E+01, 1.02376E+00
 4.50300E+01, 1.02332E+00
 4.52800E+01, 1.02331E+00
 4.55300E+01, 1.02294E+00
 4.57800E+01, 1.02446E+00
 4.60000E+01, 1.02566E+00
 4.62500E+01, 1.02675E+00
 4.65000E+01, 1.02550E+00
 4.67500E+01, 1.02553E+00
 4.70000E+01, 1.02773E+00
 4.72600E+01, 1.02832E+00
 4.75100E+01, 1.02839E+00
 4.77600E+01, 1.02766E+00
 4.80100E+01, 1.03016E+00
 4.82600E+01, 1.03060E+00
 4.85100E+01, 1.02823E+00
 4.87700E+01, 1.02481E+00
 4.90200E+01, 1.02545E+00
 4.92700E+01, 1.02680E+00
 4.95200E+01, 1.02986E+00
 4.97700E+01, 1.02740E+00
 5.00300E+01, 1.02786E+00
 5.02800E+01, 1.02640E+00
 5.05300E+01, 1.02721E+00
 5.07800E+01, 1.02758E+00
 5.10000E+01, 1.02830E+00
 5.12500E+01, 1.03039E+00
 5.15000E+01, 1.03090E+00
 5.17500E+01, 1.03090E+00
 5.20000E+01, 1.03019E+00
 5.22500E+01, 1.03042E+00
 5.25100E+01, 1.03172E+00
 5.27600E+01, 1.03190E+00
 5.30100E+01, 1.03232E+00
 5.32600E+01, 1.03057E+00
 5.35100E+01, 1.02959E+00
 5.37700E+01, 1.02828E+00
 5.40200E+01, 1.02818E+00
 5.42700E+01, 1.02899E+00
 5.45200E+01, 1.03069E+00
 5.47700E+01, 1.03138E+00
 5.50200E+01, 1.03026E+00
 5.52800E+01, 1.02835E+00
 5.55300E+01, 1.02777E+00
 5.57800E+01, 1.02932E+00
 5.60300E+01, 1.03119E+00
 5.62500E+01, 1.03420E+00
 5.65000E+01, 1.03525E+00
 5.67500E+01, 1.03606E+00
 5.70000E+01, 1.03511E+00
 5.72500E+01, 1.03416E+00
 5.75100E+01, 1.03669E+00
 5.77600E+01, 1.03635E+00
 5.80100E+01, 1.03699E+00
 5.82600E+01, 1.03532E+00
 5.85100E+01, 1.03592E+00
 5.87600E+01, 1.03699E+00
 5.90200E+01, 1.03448E+00
 5.92700E+01, 1.03334E+00
 5.95200E+01, 1.03170E+00
 5.97700E+01, 1.03536E+00
 6.00200E+01, 1.03696E+00
 6.02700E+01, 1.03730E+00
 6.05300E+01, 1.03515E+00
 6.07800E+01, 1.03511E+00
 6.10300E+01, 1.03699E+00
 6.12500E+01, 1.03775E+00
 6.15000E+01, 1.03796E+00
 6.17500E+01, 1.03685E+00
 6.20000E+01, 1.03706E+00
 6.22500E+01, 1.03795E+00
 6.25000E+01, 1.03805E+00
 6.27600E+01, 1.03910E+00
 6.30100E+01, 1.03823E+00
 6.32600E+01, 1.03964E+00
 6.35100E+01, 1.03989E+00
 6.37600E+01, 1.04011E+00
 6.40100E+01, 1.04134E+00
 6.42700E+01, 1.04101E+00
 6.45200E+01, 1.04245E+00
 6.47700E+01, 1.04423E+00
 6.50200E+01, 1.04569E+00
 6.52700E+01, 1.04713E+00
 6.55300E+01, 1.04536E+00
 6.57800E+01, 1.04550E+00
 6.60300E+01, 1.04631E+00
 6.62800E+01, 1.04708E+00
 6.65000E+01, 1.04671E+00
 6.67500E+01, 1.04578E+00
 6.70000E+01, 1.04785E+00
 6.72500E+01, 1.04939E+00
 6.75000E+01, 1.05044E+00
 6.77600E+01, 1.04825E+00
 6.80100E+01, 1.04992E+00
 6.82600E+01, 1.05112E+00
 6.85100E+01, 1.05290E+00
 6.87600E+01, 1.05232E+00
 6.90100E+01, 1.05101E+00
 6.92700E+01, 1.05022E+00
 6.95200E+01, 1.05116E+00
 6.97700E+01, 1.05166E+00
 7.00200E+01, 1.05112E+00
 7.02700E+01, 1.05144E+00
 7.05200E+01, 1.04983E+00
 7.07800E+01, 1.04889E+00
 7.10300E+01, 1.04525E+00
 7.12800E+01, 1.04728E+00
 7.15000E+01, 1.04886E+00
 7.17500E+01, 1.05011E+00
 7.20000E+01, 1.05051E+00
 7.22500E+01, 1.05009E+00
 7.25000E+01, 1.05134E+00
 7.27500E+01, 1.05162E+00
 7.30100E+01, 1.05340E+00
 7.32600E+01, 1.05479E+00
 7.35100E+01, 1.05663E+00
 7.37600E+01, 1.05659E+00
 7.40100E+01, 1.05617E+00
 7.42600E+01, 1.05471E+00
 7.45200E+01, 1.05583E+00
 7.47700E+01, 1.05643E+00
 7.50200E+01, 1.05429E+00
 7.52700E+01, 1.05197E+00
 7.55200E+01, 1.05175E+00
 7.57800E+01, 1.05421E+00
 7.60300E+01, 1.05628E+00
 7.62800E+01, 1.05790E+00
 7.65300E+01, 1.05691E+00
 7.67500E+01, 1.05785E+00
 7.70000E+01, 1.05689E+00
 7.72500E+01, 1.05753E+00
 7.75000E+01, 1.05674E+00
 7.77500E+01, 1.05652E+00
 7.80000E+01, 1.05676E+00
 7.82600E+01, 1.05792E+00
 7.85100E+01, 1.05850E+00
 7.87600E+01, 1.06107E+00
 7.90100E+01, 1.06064E+00
 7.92600E+01, 1.06000E+00
 7.95200E+01, 1.05846E+00
 7.97700E+01, 1.05981E+00
 8.00200E+01, 1.06126E+00
 8.02700E+01, 1.06244E+00

-7.97300E+01, 9.77731E-01
-7.94800E+01, 9.79068E-01
-7.92300E+01, 9.79278E-01
-7.89800E+01, 9.79197E-01
-7.87200E+01, 9.78310E-01
-7.84700E+01, 9.78665E-01
-7.82200E+01, 9.79181E-01
-7.79700E+01, 9.79343E-01
-7.77200E+01, 9.79440E-01
-7.75000E+01, 9.78891E-01
-7.72500E+01, 9.77827E-01
-7.70000E+01, 9.76846E-01
-7.67500E+01, 9.76140E-01
-7.64900E+01, 9.76557E-01
-7.62400E+01, 9.77152E-01
-7.59900E+01, 9.83950E-01
-7.57400E+01, 9.89770E-01
-7.54900E+01, 9.95476E-01
-7.52400E+01, 9.95493E-01
-7.49800E+01, 9.98908E-01
-7.47300E+01, 9.97985E-01
-7.44800E+01, 9.96763E-01
-7.42300E+01, 9.86614E-01
-7.39800E+01, 9.80993E-01
-7.37200E+01, 9.76076E-01
-7.34700E+01, 9.77715E-01
-7.32200E+01, 9.78568E-01
-7.29700E+01, 9.79488E-01
-7.27200E+01, 9.78230E-01
-7.25000E+01, 9.77892E-01
-7.22500E+01, 9.76734E-01
-7.20000E+01, 9.77843E-01
-7.17500E+01, 9.79004E-01
-7.15000E+01, 9.79747E-01
-7.12400E+01, 9.79036E-01
-7.09900E+01, 9.77715E-01
-7.07400E+01, 9.77264E-01
-7.04900E+01, 9.77940E-01
-7.02400E+01, 9.78504E-01
-6.99800E+01, 9.78149E-01
-6.97300E+01, 9.78037E-01
-6.94800E+01, 9.77087E-01
-6.92300E+01, 9.77280E-01
-6.89800E+01, 9.75851E-01
-6.87300E+01, 9.76156E-01
-6.84700E+01, 9.76750E-01
-6.82200E+01, 9.76718E-01
-6.79700E+01, 9.76445E-01
-6.77200E+01, 9.75355E-01
-6.74700E+01, 9.75643E-01
-6.72500E+01, 9.75787E-01
-6.70000E+01, 9.75659E-01
-6.67500E+01, 9.75691E-01
-6.65000E+01, 9.75435E-01
-6.62400E+01, 9.76076E-01
-6.59900E+01, 9.76477E-01
-6.57400E+01, 9.77329E-01
-6.54900E+01, 9.76686E-01
-6.52400E+01, 9.76863E-01
-6.49900E+01, 9.75867E-01
-6.47300E+01, 9.76349E-01
-6.44800E+01, 9.76236E-01
-6.42300E+01, 9.76686E-01
-6.39800E+01, 9.76108E-01
-6.37300E+01, 9.76028E-01
-6.34800E+01, 9.75932E-01
-6.32200E+01, 9.75851E-01
-6.29700E+01, 9.75099E-01
-6.27200E+01, 9.74667E-01
-6.24700E+01, 9.75179E-01
-6.22200E+01, 9.75291E-01
-6.20000E+01, 9.75435E-01
-6.17500E+01, 9.74971E-01
-6.15000E+01, 9.75483E-01
-6.12500E+01, 9.76349E-01
-6.09900E+01, 9.76252E-01
-6.07400E+01, 9.75739E-01
-6.04900E+01, 9.76012E-01
-6.02400E+01, 9.76879E-01
-5.99900E+01, 9.77313E-01
-5.97400E+01, 9.77393E-01
-5.94800E+01, 9.77747E-01
-5.92300E+01, 9.78343E-01
-5.89800E+01, 9.77313E-01
-5.87300E+01, 9.76429E-01
-5.84800E+01, 9.75996E-01
-5.82200E+01, 9.76541E-01
-5.79700E+01, 9.76734E-01
-5.77200E+01, 9.76734E-01
-5.74700E+01, 9.76301E-01
-5.72200E+01, 9.77039E-01
-5.70000E+01, 9.77345E-01
-5.67500E+01, 9.77586E-01
-5.65000E+01, 9.77811E-01
-5.62500E+01, 9.77506E-01
-5.59900E+01, 9.77779E-01
-5.57400E+01, 9.78149E-01
-5.54900E+01, 9.78246E-01
-5.52400E+01, 9.77393E-01
-5.49900E+01, 9.75819E-01
-5.47400E+01, 9.75755E-01
-5.44800E+01, 9.75980E-01
-5.42300E+01, 9.77666E-01
-5.39800E+01, 9.78294E-01
-5.37300E+01, 9.79763E-01
-5.34800E+01, 9.80183E-01
-5.32300E+01, 9.80523E-01
-5.29700E+01, 9.81187E-01
-5.27200E+01, 9.80685E-01
-5.24700E+01, 9.80215E-01
-5.22200E+01, 9.79714E-01
-5.19700E+01, 9.79310E-01
-5.17500E+01, 9.79424E-01
-5.15000E+01, 9.78230E-01
-5.12500E+01, 9.78069E-01
-5.10000E+01, 9.78004E-01
-5.07400E+01, 9.78907E-01
-5.04900E+01, 9.78923E-01
-5.02400E+01, 9.78681E-01
-4.99900E+01, 9.77843E-01
-4.97400E+01, 9.77264E-01
-4.94900E+01, 9.77345E-01
-4.92300E+01, 9.77763E-01
-4.89800E+01, 9.78391E-01
-4.87300E+01, 9.77264E-01
-4.84800E+01, 9.75851E-01
-4.82300E+01, 9.75035E-01
-4.79700E+01, 9.75900E-01
-4.77200E+01, 9.77666E-01
-4.74700E+01, 9.78423E-01
-4.72200E+01, 9.78488E-01
-4.69700E+01, 9.78230E-01
-4.67500E+01, 9.77940E-01
-4.65000E+01, 9.78182E-01
-4.62500E+01, 9.78021E-01
-4.60000E+01, 9.77779E-01
-4.57500E+01, 9.77940E-01
-4.54900E+01, 9.77988E-01
-4.52400E+01, 9.78294E-01
-4.49900E+01, 9.77699E-01
-4.47400E+01, 9.76782E-01
-4.44900E+01, 9.76734E-01
-4.42300E+01, 9.77908E-01
-4.39800E+01, 9.78665E-01
-4.37300E+01, 9.78794E-01
-4.34800E+01, 9.78214E-01
-4.32300E+01, 9.77892E-01
-4.29800E+01, 9.77457E-01
-4.27200E+01, 9.77329E-01
-4.24700E+01, 9.78149E-01
-4.22200E+01, 9.76589E-01
-4.19700E+01, 9.76076E-01
-4.17200E+01, 9.75083E-01
-4.15000E+01, 9.76943E-01
-4.12500E+01, 9.77409E-01
-4.10000E+01, 9.78939E-01
-4.07500E+01, 9.79537E-01
-4.04900E+01, 9.79973E-01
-4.02400E+01, 9.79634E-01
-3.99900E+01, 9.79472E-01
-3.97400E+01, 9.80555E-01
-3.94900E+01, 9.80652E-01
-3.92400E+01, 9.80733E-01
-3.89800E+01, 9.79827E-01
-3.87300E+01, 9.80410E-01
-3.84800E+01, 9.81219E-01
-3.82300E+01, 9.81268E-01
-3.79800E+01, 9.80652E-01
-3.77300E+01, 9.80814E-01
-3.74700E+01, 9.80798E-01
-3.72200E+01, 9.80750E-01
-3.69700E+01, 9.80620E-01
-3.67200E+01, 9.81560E-01
-3.64700E+01, 9.82729E-01
-3.62500E+01, 9.83168E-01
-3.60000E+01, 9.82957E-01
-3.57500E+01, 9.82404E-01
-3.55000E+01, 9.82518E-01
-3.52400E+01, 9.83217E-01
-3.49900E+01, 9.83282E-01
-3.47400E+01, 9.82599E-01
-3.44900E+01, 9.81738E-01
-3.42400E+01, 9.81544E-01
-3.39900E+01, 9.81949E-01
-3.37300E+01, 9.81446E-01
-3.34800E+01, 9.81560E-01
-3.32300E+01, 9.80782E-01
-3.29800E+01, 9.81673E-01
-3.27300E+01, 9.81560E-01
-3.24700E+01, 9.81382E-01
-3.22200E+01, 9.81187E-01
-3.19700E+01, 9.81787E-01
-3.17200E+01, 9.83103E-01
-3.14700E+01, 9.82664E-01
-3.12500E+01, 9.82128E-01
-3.10000E+01, 9.82242E-01
-3.07500E+01, 9.83836E-01
-3.05000E+01, 9.83478E-01
-3.02500E+01, 9.82859E-01
-2.99900E+01, 9.81982E-01
-2.97400E+01, 9.82615E-01
-2.94900E+01, 9.82778E-01
-2.92400E+01, 9.81057E-01
-2.89900E+01, 9.80685E-01
-2.87300E+01, 9.80685E-01
-2.84800E+01, 9.81544E-01
-2.82300E+01, 9.82290E-01
-2.79800E+01, 9.82290E-01
-2.77300E+01, 9.82875E-01
-2.74800E+01, 9.82160E-01
-2.72200E+01, 9.81560E-01
-2.69700E+01, 9.81349E-01
-2.67200E+01, 9.81349E-01
-2.64700E+01, 9.81901E-01
-2.62200E+01, 9.82355E-01
-2.60000E+01, 9.82469E-01
-2.57500E+01, 9.82534E-01
-2.55000E+01, 9.82599E-01
-2.52500E+01, 9.82989E-01
-2.49900E+01, 9.83233E-01
-2.47400E+01, 9.84162E-01
-2.44900E+01, 9.84162E-01
-2.42400E+01, 9.84292E-01
-2.39900E+01, 9.84146E-01
-2.37400E+01, 9.84586E-01
-2.34800E+01, 9.85337E-01
-2.32300E+01, 9.85795E-01
-2.29800E+01, 9.85664E-01
-2.27300E+01, 9.83934E-01
-2.24800E+01, 9.82745E-01
-2.22300E+01, 9.82079E-01
-2.19700E+01, 9.83185E-01
-2.17200E+01, 9.83657E-01
-2.14700E+01, 9.84211E-01
-2.12200E+01, 9.84227E-01
-2.10000E+01, 9.83771E-01
-2.07500E+01, 9.84456E-01
-2.05000E+01, 9.85190E-01
-2.02500E+01, 9.86286E-01
-2.00000E+01, 9.85893E-01
-1.97400E+01, 9.86008E-01
-1.94900E+01, 9.86254E-01
-1.92400E+01, 9.86729E-01
-1.89900E+01, 9.86024E-01
-1.87400E+01, 9.85681E-01
-1.84800E+01, 9.85305E-01
-1.82300E+01, 9.85190E-01
-1.79800E+01, 9.85272E-01
-1.77300E+01, 9.85207E-01
-1.74800E+01, 9.85256E-01
-1.72300E+01, 9.84537E-01
-1.69700E+01, 9.85615E-01
-1.67200E+01, 9.86286E-01
-1.64700E+01, 9.86532E-01
-1.62200E+01, 9.85354E-01
-1.59700E+01, 9.83722E-01
-1.57500E+01, 9.83461E-01
-1.55000E+01, 9.83233E-01
-1.52500E+01, 9.84292E-01
-1.50000E+01, 9.84341E-01
-1.47400E+01, 9.84456E-01
-1.44900E+01, 9.84341E-01
-1.42400E+01, 9.85517E-01
-1.39900E+01, 9.86647E-01
-1.37400E+01, 9.87171E-01
-1.34900E+01, 9.86466E-01
-1.32300E+01, 9.87730E-01
-1.29800E+01, 9.88009E-01
-1.27300E+01, 9.88815E-01
-1.24800E+01, 9.87467E-01
-1.22300E+01, 9.88075E-01
-1.19800E+01, 9.87976E-01
-1.17200E+01, 9.88601E-01
-1.14700E+01, 9.88469E-01
-1.12200E+01, 9.89540E-01
-1.09700E+01, 9.88946E-01
-1.07500E+01, 9.89259E-01
-1.05000E+01, 9.87927E-01
-1.02500E+01, 9.89226E-01
-1.00000E+01, 9.88453E-01
-9.75000E+00, 9.89193E-01
-9.49000E+00, 9.88584E-01
-9.24000E+00, 9.89144E-01
-8.99000E+00, 9.88798E-01
-8.74000E+00, 9.88815E-01
-8.49000E+00, 9.88765E-01
-8.24000E+00, 9.89243E-01
-7.98000E+00, 9.88453E-01
-7.73000E+00, 9.89507E-01
-7.48000E+00, 9.89638E-01
-7.23000E+00, 9.90992E-01
-6.98000E+00, 9.91224E-01
-6.73000E+00, 9.91720E-01
-6.47000E+00, 9.91439E-01
-6.22000E+00, 9.90943E-01
-5.97000E+00, 9.90744E-01
-5.72000E+00, 9.90959E-01
-5.50000E+00, 9.91787E-01
-5.25000E+00, 9.92516E-01
-5.00000E+00, 9.93080E-01
-4.75000E+00, 9.93130E-01
-4.50000E+00, 9.94377E-01
-4.24000E+00, 9.94443E-01
-3.99000E+00, 9.94843E-01
-3.74000E+00, 9.94910E-01
-3.49000E+00, 9.95944E-01
-3.24000E+00, 9.93844E-01
-2.98000E+00, 9.92267E-01
-2.73000E+00, 9.90877E-01
-2.48000E+00, 9.91770E-01
-2.23000E+00, 9.91704E-01
-1.98000E+00, 9.92383E-01
-1.73000E+00, 9.93063E-01
-1.47000E+00, 9.93246E-01
-1.22000E+00, 9.93146E-01
-9.70000E-01, 9.94027E-01
-7.20000E-01, 9.94227E-01
-4.70000E-01, 9.94876E-01
-2.50000E-01, 9.94427E-01
 0.00000E+00, 9.94693E-01
 2.50000E-01, 9.94860E-01
 5.00000E-01, 9.95310E-01
 7.60000E-01, 9.95276E-01
 1.01000E+00, 9.94227E-01
 1.26000E+00, 9.93744E-01
 1.51000E+00, 9.94410E-01
 1.76000E+00, 9.94826E-01
 2.01000E+00, 9.96111E-01
 2.27000E+00, 9.95927E-01
 2.52000E+00, 9.96529E-01
 2.77000E+00, 9.96846E-01
 3.02000E+00, 9.97868E-01
 3.27000E+00, 9.95777E-01
 3.52000E+00, 9.94593E-01
 3.78000E+00, 9.92698E-01
 4.03000E+00, 9.94193E-01
 4.28000E+00, 9.93695E-01
 4.53000E+00, 9.94393E-01
 4.75000E+00, 9.94993E-01
 5.00000E+00, 9.94460E-01
 5.25000E+00, 9.94360E-01
 5.50000E+00, 9.94893E-01
 5.75000E+00, 9.96194E-01
 6.01000E+00, 9.96412E-01
 6.26000E+00, 9.95577E-01
 6.51000E+00, 9.94793E-01
 6.76000E+00, 9.94910E-01
 7.01000E+00, 9.96846E-01
 7.26000E+00, 9.97918E-01
 7.52000E+00, 9.98019E-01
 7.77000E+00, 9.96846E-01
 8.02000E+00, 9.96897E-01
 8.27000E+00, 9.97248E-01
 8.52000E+00, 9.97449E-01
 8.78000E+00, 9.97801E-01
 9.03000E+00, 9.99379E-01
 9.28000E+00, 9.99648E-01
 9.53000E+00, 1.00029E+00
 9.78000E+00, 1.00123E+00
 1.00000E+01, 1.00066E+00
 1.02500E+01, 9.99093E-01
 1.05000E+01, 9.97700E-01
 1.07500E+01, 9.98455E-01
 1.10100E+01, 1.00020E+00
 1.12600E+01, 9.99261E-01
 1.15100E+01, 9.99446E-01
 1.17600E+01, 9.99513E-01
 1.20100E+01, 9.99883E-01
 1.22600E+01, 1.00032E+00
 1.25200E+01, 9.99867E-01
 1.27700E+01, 1.00042E+00
 1.30200E+01, 1.00054E+00
 1.32700E+01, 1.00106E+00
 1.35200E+01, 1.00186E+00
 1.37700E+01, 1.00245E+00
 1.40300E+01, 1.00353E+00
 1.42800E+01, 1.00475E+00
 1.45300E+01, 1.00589E+00
 1.47800E+01, 1.00659E+00
 1.50000E+01, 1.00757E+00
 1.52500E+01, 1.00935E+00
 1.55000E+01, 1.01014E+00
 1.57500E+01, 1.01003E+00
 1.60000E+01, 1.01019E+00
 1.62600E+01, 1.01398E+00
 1.65100E+01, 1.01293E+00
 1.67600E+01, 1.01117E+00
 1.70100E+01, 1.00752E+00
 1.72600E+01, 1.00871E+00
 1.75100E+01, 1.00986E+00
 1.77700E+01, 1.00983E+00
 1.80200E+01, 1.00962E+00
 1.82700E+01, 1.00875E+00
 1.85200E+01, 1.00796E+00
 1.87700E+01, 1.00801E+00
