PHOENIX module padd; 10/30/16 at 15:29:20 -07:00
energy (meV),monitor function
-7.97400E+00, 3.65734E+07
-7.67138E+00, 3.66932E+07
-7.36875E+00, 3.66755E+07
-7.06612E+00, 3.66449E+07
-6.76349E+00, 3.66579E+07
-6.46087E+00, 3.67265E+07
-6.15824E+00, 3.66452E+07
-5.85561E+00, 3.66131E+07
-5.55298E+00, 3.66130E+07
-5.25035E+00, 3.66925E+07
-4.94773E+00, 3.64519E+07
-4.64510E+00, 3.63326E+07
-4.34247E+00, 3.66473E+07
-4.03984E+00, 3.66798E+07
-3.73722E+00, 3.66850E+07
-3.43459E+00, 3.64799E+07
-3.13196E+00, 3.64963E+07
-2.82933E+00, 3.66691E+07
-2.52671E+00, 3.65094E+07
-2.22408E+00, 3.67682E+07
-1.92145E+00, 3.67172E+07
-1.61882E+00, 3.65646E+07
-1.31620E+00, 3.64169E+07
-1.01357E+00, 3.64338E+07
-7.10940E-01, 3.63801E+07
-4.08312E-01, 3.64146E+07
-1.05685E-01, 3.63809E+07
 1.96943E-01, 3.64859E+07
 4.99570E-01, 3.63595E+07
 8.02198E-01, 3.63794E+07
 1.10483E+00, 3.63226E+07
 1.40745E+00, 3.64181E+07
 1.71008E+00, 3.65965E+07
 2.01271E+00, 3.65466E+07
 2.31534E+00, 3.65700E+07
 2.61796E+00, 3.65858E+07
 2.92059E+00, 3.65085E+07
 3.22322E+00, 3.67089E+07
 3.52585E+00, 3.67270E+07
 3.82847E+00, 3.66996E+07
 4.13110E+00, 3.67555E+07
 4.43373E+00, 3.65951E+07
 4.73636E+00, 3.66310E+07
 5.03898E+00, 3.65562E+07
 5.34161E+00, 3.66566E+07
 5.64424E+00, 3.65949E+07
 5.94687E+00, 3.64682E+07
 6.24950E+00, 3.64460E+07
 6.55212E+00, 3.64406E+07
 6.85475E+00, 3.65724E+07
 7.15738E+00, 3.68096E+07
 7.46001E+00, 3.65120E+07
 7.76263E+00, 3.66883E+07
 8.06526E+00, 3.64783E+07
 8.36789E+00, 3.67994E+07
 8.67052E+00, 3.65776E+07
 8.97314E+00, 3.65365E+07
 9.27577E+00, 3.67054E+07
 9.57840E+00, 3.64408E+07
 9.88103E+00, 3.65217E+07
 1.01837E+01, 3.64504E+07
 1.04863E+01, 3.66392E+07
 1.07889E+01, 3.67529E+07
 1.10915E+01, 3.64820E+07
 1.13942E+01, 3.64079E+07
 1.16968E+01, 3.65806E+07
 1.19994E+01, 3.65246E+07
 1.23020E+01, 3.66147E+07
 1.26047E+01, 3.67069E+07
 1.29073E+01, 3.68192E+07
 1.32099E+01, 3.66646E+07
 1.35126E+01, 3.66021E+07
 1.38152E+01, 3.66045E+07
 1.41178E+01, 3.66187E+07
 1.44204E+01, 3.66652E+07
 1.47231E+01, 3.65120E+07
 1.50257E+01, 3.66127E+07
 1.53283E+01, 3.65944E+07
 1.56310E+01, 3.65386E+07
 1.59336E+01, 3.66156E+07
 1.62362E+01, 3.68003E+07
 1.65388E+01, 3.68317E+07
 1.68415E+01, 3.67014E+07
 1.71441E+01, 3.65164E+07
 1.74467E+01, 3.67126E+07
 1.77493E+01, 3.64804E+07
 1.80520E+01, 3.63934E+07
 1.83546E+01, 3.66077E+07
 1.86572E+01, 3.67550E+07
 1.89599E+01, 3.65937E+07
 1.92625E+01, 3.67372E+07
 1.95651E+01, 3.66321E+07
 1.98677E+01, 3.67827E+07
 2.01704E+01, 3.66598E+07
 2.04730E+01, 3.64591E+07
 2.07756E+01, 3.66434E+07
 2.10782E+01, 3.64862E+07
 2.13809E+01, 3.64384E+07
 2.16835E+01, 3.63984E+07
 2.19861E+01, 3.64173E+07
 2.22888E+01, 3.63715E+07
 2.25914E+01, 3.64629E+07
 2.28940E+01, 3.66278E+07
 2.31966E+01, 3.65483E+07
 2.34993E+01, 3.66987E+07
 2.38019E+01, 3.66884E+07
 2.41045E+01, 3.64921E+07
 2.44072E+01, 3.67816E+07
 2.47098E+01, 3.64553E+07
 2.50124E+01, 3.64591E+07
 2.53150E+01, 3.64025E+07
 2.56177E+01, 3.65080E+07
 2.59203E+01, 3.65432E+07
 2.62229E+01, 3.64644E+07
 2.65255E+01, 3.66852E+07
 2.68282E+01, 3.65808E+07
 2.71308E+01, 3.65466E+07
 2.74334E+01, 3.65186E+07
 2.77361E+01, 3.65741E+07
 2.80387E+01, 3.68154E+07
 2.83413E+01, 3.64722E+07
 2.86439E+01, 3.65548E+07
 2.89466E+01, 3.64349E+07
 2.92492E+01, 3.63689E+07
 2.95518E+01, 3.63125E+07
 2.98545E+01, 3.65545E+07
 3.01571E+01, 3.67563E+07
 3.04597E+01, 3.67836E+07
 3.07623E+01, 3.68806E+07
 3.10650E+01, 3.68194E+07
 3.13676E+01, 3.65259E+07
 3.16702E+01, 3.67355E+07
 3.19728E+01, 3.67737E+07
 3.22755E+01, 3.63956E+07
 3.25781E+01, 3.64561E+07
 3.28807E+01, 3.63828E+07
 3.31834E+01, 3.67161E+07
 3.34860E+01, 3.66433E+07
 3.37886E+01, 3.65826E+07
 3.40912E+01, 3.63390E+07
 3.43939E+01, 3.65292E+07
 3.46965E+01, 3.65353E+07
 3.49991E+01, 3.66277E+07
 3.53017E+01, 3.67831E+07
 3.56044E+01, 3.68223E+07
 3.59070E+01, 3.67154E+07
 3.62096E+01, 3.66072E+07
 3.65123E+01, 3.65893E+07
 3.68149E+01, 3.66651E+07
 3.71175E+01, 3.63784E+07
 3.74201E+01, 3.67854E+07
 3.77228E+01, 3.66637E+07
 3.80254E+01, 3.66669E+07
 3.83280E+01, 3.65048E+07
 3.86307E+01, 3.65051E+07
 3.89333E+01, 3.65557E+07
 3.92359E+01, 3.64074E+07
 3.95385E+01, 3.65285E+07
 3.98412E+01, 3.62952E+07
 4.01438E+01, 3.65997E+07
 4.04464E+01, 3.65720E+07
 4.07490E+01, 3.66596E+07
 4.10517E+01, 3.67548E+07
 4.13543E+01, 3.68702E+07
 4.16569E+01, 3.65780E+07
 4.19596E+01, 3.66959E+07
 4.22622E+01, 3.67399E+07
 4.25648E+01, 3.68881E+07
 4.28674E+01, 3.69210E+07
 4.31701E+01, 3.68668E+07
 4.34727E+01, 3.67680E+07
 4.37753E+01, 3.67361E+07
 4.40779E+01, 3.68027E+07
 4.43806E+01, 3.68665E+07
 4.46832E+01, 3.69027E+07
 4.49858E+01, 3.69458E+07
 4.52885E+01, 3.70012E+07
 4.55911E+01, 3.68053E+07
 4.58937E+01, 3.67970E+07
 4.61963E+01, 3.67023E+07
 4.64990E+01, 3.69281E+07
 4.68016E+01, 3.69013E+07
 4.71042E+01, 3.66384E+07
 4.74069E+01, 3.70740E+07
 4.77095E+01, 3.67824E+07
 4.80121E+01, 3.70850E+07
 4.83147E+01, 3.68705E+07
 4.86174E+01, 3.67412E+07
 4.89200E+01, 3.70668E+07
 4.92226E+01, 3.71244E+07
 4.95252E+01, 3.67523E+07
 4.98279E+01, 3.66903E+07
 5.01305E+01, 3.66539E+07
 5.04331E+01, 3.68123E+07
 5.07358E+01, 3.67490E+07
 5.10384E+01, 3.67148E+07
 5.13410E+01, 3.69628E+07
 5.16436E+01, 3.66655E+07
 5.19463E+01, 3.70318E+07
 5.22489E+01, 3.68790E+07
 5.25515E+01, 3.70116E+07
 5.28541E+01, 3.68262E+07
 5.31568E+01, 3.67234E+07
 5.34594E+01, 3.71052E+07
 5.37620E+01, 3.69625E+07
 5.40647E+01, 3.69619E+07
 5.43673E+01, 3.68696E+07
 5.46699E+01, 3.68631E+07
 5.49725E+01, 3.67272E+07
 5.52752E+01, 3.67793E+07
 5.55778E+01, 3.71390E+07
 5.58804E+01, 3.71945E+07
 5.61831E+01, 3.71236E+07
 5.64857E+01, 3.68861E+07
 5.67883E+01, 3.67812E+07
 5.70909E+01, 3.66819E+07
 5.73936E+01, 3.70133E+07
 5.76962E+01, 3.68357E+07
 5.79988E+01, 3.70509E+07
 5.83014E+01, 3.71280E+07
 5.86041E+01, 3.69195E+07
 5.89067E+01, 3.68905E+07
 5.92093E+01, 3.67064E+07
 5.95120E+01, 3.68174E+07
 5.98146E+01, 3.70330E+07
 6.01172E+01, 3.68571E+07
 6.04198E+01, 3.68573E+07
 6.07225E+01, 3.68716E+07
 6.10251E+01, 3.70678E+07
 6.13277E+01, 3.66990E+07
 6.16304E+01, 3.68023E+07
 6.19330E+01, 3.68747E+07
 6.22356E+01, 3.68196E+07
 6.25382E+01, 3.67758E+07
 6.28409E+01, 3.69541E+07
 6.31435E+01, 3.67629E+07
 6.34461E+01, 3.69439E+07
 6.37487E+01, 3.67525E+07
 6.40514E+01, 3.66718E+07
 6.43540E+01, 3.68313E+07
 6.46566E+01, 3.67332E+07
 6.49593E+01, 3.67705E+07
 6.52619E+01, 3.70536E+07
 6.55645E+01, 3.71235E+07
 6.58671E+01, 3.72227E+07
 6.61698E+01, 3.67795E+07
 6.64724E+01, 3.69843E+07
 6.67750E+01, 3.70745E+07
 6.70776E+01, 3.70898E+07
 6.73803E+01, 3.71061E+07
 6.76829E+01, 3.68774E+07
 6.79855E+01, 3.68515E+07
 6.82882E+01, 3.69262E+07
 6.85908E+01, 3.70906E+07
 6.88934E+01, 3.68628E+07
 6.91960E+01, 3.69946E+07
 6.94987E+01, 3.71607E+07
 6.98013E+01, 3.68111E+07
 7.01039E+01, 3.70474E+07
 7.04066E+01, 3.69232E+07
 7.07092E+01, 3.69929E+07
 7.10118E+01, 3.71609E+07
 7.13144E+01, 3.65672E+07
 7.16171E+01, 3.66755E+07
 7.19197E+01, 3.67153E+07
 7.22223E+01, 3.68315E+07
 7.25249E+01, 3.67243E+07
 7.28276E+01, 3.69208E+07
 7.31302E+01, 3.67498E+07
 7.34328E+01, 3.66019E+07
 7.37355E+01, 3.68488E+07
 7.40381E+01, 3.69529E+07
 7.43407E+01, 3.68532E+07
 7.46433E+01, 3.71590E+07
 7.49460E+01, 3.71674E+07
 7.52486E+01, 3.68701E+07
 7.55512E+01, 3.67376E+07
 7.58538E+01, 3.69481E+07
 7.61565E+01, 3.68412E+07
 7.64591E+01, 3.68702E+07
 7.67617E+01, 3.71533E+07
 7.70644E+01, 3.70934E+07
 7.73670E+01, 3.72316E+07
 7.76696E+01, 3.71527E+07
 7.79722E+01, 3.70144E+07
 7.82749E+01, 3.70559E+07
 7.85775E+01, 3.67887E+07
 7.88801E+01, 3.68808E+07
 7.91828E+01, 3.70416E+07
 7.94854E+01, 3.71439E+07
 7.97880E+01, 3.72182E+07
 8.00906E+01, 3.70602E+07
 8.03933E+01, 3.70171E+07
 8.06959E+01, 3.68834E+07
 8.09985E+01, 3.69995E+07
 8.13011E+01, 3.69081E+07
 8.16038E+01, 3.72668E+07
 8.19064E+01, 3.73344E+07
 8.22090E+01, 3.68780E+07
 8.25117E+01, 3.69175E+07
 8.28143E+01, 3.67866E+07
 8.31169E+01, 3.69153E+07
 8.34195E+01, 3.71853E+07
 8.37222E+01, 3.70928E+07
 8.40248E+01, 3.71285E+07
 8.43274E+01, 3.71612E+07
 8.46301E+01, 3.72607E+07
 8.49327E+01, 3.70941E+07
 8.52353E+01, 3.71883E+07
 8.55379E+01, 3.73087E+07
 8.58406E+01, 3.72867E+07
 8.61432E+01, 3.71263E+07
 8.64458E+01, 3.69852E+07
 8.67484E+01, 3.69739E+07
 8.70511E+01, 3.68038E+07
 8.73537E+01, 3.68471E+07
 8.76563E+01, 3.66068E+07
 8.79590E+01, 3.67272E+07
 8.82616E+01, 3.65677E+07
 8.85642E+01, 3.64129E+07
 8.88668E+01, 3.64755E+07
 8.91695E+01, 3.65682E+07
 8.94721E+01, 3.67046E+07
 8.97747E+01, 3.64909E+07
 9.00773E+01, 3.65420E+07
 9.03800E+01, 3.66313E+07
 9.06826E+01, 3.66297E+07
 9.09852E+01, 3.65513E+07
 9.12879E+01, 3.66762E+07
 9.15905E+01, 3.65803E+07
 9.18931E+01, 3.66200E+07
 9.21957E+01, 3.66254E+07
 9.24984E+01, 3.65127E+07
 9.28010E+01, 3.67582E+07
 9.31036E+01, 3.69804E+07
 9.34063E+01, 3.68721E+07
 9.37089E+01, 3.68378E+07
 9.40115E+01, 3.67544E+07
 9.43141E+01, 3.68299E+07
 9.46168E+01, 3.66711E+07
 9.49194E+01, 3.67102E+07
 9.52220E+01, 3.65807E+07
 9.55246E+01, 3.69860E+07
 9.58273E+01, 3.67027E+07
 9.61299E+01, 3.69494E+07
 9.64325E+01, 3.67707E+07
 9.67352E+01, 3.68336E+07
 9.70378E+01, 3.66059E+07
 9.73404E+01, 3.66077E+07
 9.76430E+01, 3.67527E+07
 9.79457E+01, 3.66844E+07
 9.82483E+01, 3.68126E+07
 9.85509E+01, 3.70299E+07
 9.88535E+01, 3.67286E+07
 9.91562E+01, 3.66127E+07
 9.94588E+01, 3.65982E+07
 9.97614E+01, 3.65886E+07
